X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-79.2165534,45.3901637,Parry Sound District,2018,Brook Trout,Mayflower Lake,lac Mayflower,,17-6396-50276,CHAFFEY,Yearlings,500,45.3901637,-79.2165534,8975
-78.8475056,45.4025293,Parry Sound District,2018,Brook Trout,Niger Lake,lac Niger,,17-6685-50296,MCCLINTOCK,Yearlings,1500,45.4025293,-78.8475056,8976
-78.8475056,45.4025293,Parry Sound District,2018,Brook Trout,Niger Lake,lac Niger,,17-6685-50296,MCCLINTOCK,Yearlings,1500,45.4025293,-78.8475056,8977
-79.2346924,45.8123507,Parry Sound District,2018,Brook Trout,Paisley Lake,lac Paisley,,17-6371-50745,JOLY,Yearlings,1000,45.8123507,-79.2346924,8978
-79.0532852,45.6898986,Parry Sound District,2018,Brook Trout,Pine Lake,lac Pine,,17-6516-50612,BUTT,Yearlings,2000,45.6898986,-79.0532852,8979
-78.6580678,45.3968245,Parry Sound District,2018,Brook Trout,Sward Lake,lac Sward,,17-6833-50295,LIVINGSTONE,Yearlings,800,45.3968245,-78.6580678,8980
-78.8735229,45.3893441,Parry Sound District,2018,Brook Trout,Thumb Lake,lac Thumb,,17-6666-50282,MCCLINTOCK,Yearlings,1200,45.3893441,-78.8735229,8981
-78.9656376,45.4097413,Parry Sound District,2018,Brook Trout,Upper Oxbow Lake,lac Upper Oxbow,,17-6592-50303,FINLAYSON,Yearlings,1200,45.4097413,-78.9656376,8982
-79.1418566,45.4559687,Parry Sound District,2018,Brook Trout,Verner Lake,lac Verner,,17-6453-50350,SINCLAIR,Yearlings,1000,45.4559687,-79.1418566,8983
-78.9134044,45.3294833,Parry Sound District,2018,Brook Trout,Wilbur Lake,lac Wilbur,,17-6635-50214,MCCLINTOCK,Yearlings,1000,45.3294833,-78.9134044,8984
-78.7277618,45.3338833,Parry Sound District,2018,Brown Trout,East Jeannie Lakes,lacs Jeannie Est,,17-6776-50223,LIVINGSTONE,Yearlings,1000,45.3338833,-78.7277618,8985
-79.2403828,45.7242609,Parry Sound District,2018,Brown Trout,Widgeon Lake,lac Widgeon,,17-6369-50647,JOLY,Yearlings,997,45.7242609,-79.2403828,8986
-79.054641,45.0571127,Parry Sound District,2018,Lake Trout,Bigwind Lake,lac Bigwind,,17-6532-49909,OAKLEY,Yearlings,800,45.0571127,-79.054641,8987
-79.9249797,45.2126334,Parry Sound District,2018,Lake Trout,Crane Lake,lac Crane,,17-5830-50066,,Yearlings,750,45.2126334,-79.9249797,8988
-79.9249797,45.2126334,Parry Sound District,2018,Lake Trout,Crane Lake,lac Crane,,17-5830-50066,,Yearlings,750,45.2126334,-79.9249797,8989
-79.4773237,45.0237358,Parry Sound District,2018,Lake Trout,Lake Muskoka,lac Muskoka,,17-6201-49898,WOOD,Yearlings,6000,45.0237358,-79.4773237,8990
-79.2934471,45.3322485,Parry Sound District,2018,Lake Trout,Lake Vernon,lac Vernon,,17-6337-50206,STISTED,Yearlings,1000,45.3322485,-79.2934471,8991
-79.2158124,45.9505518,Parry Sound District,2018,Lake Trout,Loxton Lake,lac Loxton,,17-6384-50899,BALLANTYNE,Yearlings,250,45.9505518,-79.2158124,8992
-79.2584215,45.2443392,Parry Sound District,2018,Lake Trout,Mary Lake,lac Mary,,17-6369-50115,STEPHENSON,Yearlings,1000,45.2443392,-79.2584215,8993
-78.9666169,45.4368026,Parry Sound District,2018,Lake Trout,Oxbow Lake,lac Oxbow,,17-6587-50339,FINLAYSON,Yearlings,300,45.4368026,-78.9666169,8994
-79.099208,45.3428861,Parry Sound District,2018,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,8995
-79.039898,45.4291758,Parry Sound District,2018,Lake Trout,Rebecca Lake,lac Rebecca,,17-6537-50324,SINCLAIR,Yearlings,500,45.4291758,-79.039898,8996
-79.5479189,45.2042651,Parry Sound District,2018,Lake Trout,Young Lake,lac Young,,17-6139-50064,WATT,Yearlings,800,45.2042651,-79.5479189,8997
-78.7513999,45.3459066,Parry Sound District,2018,Rainbow Trout,Clayton Lake,lac Clayton,,17-6761-50236,LIVINGSTONE,Yearlings,500,45.3459066,-78.7513999,8998
-79.3541166,44.9165546,Parry Sound District,2018,Rainbow Trout,Gull Lake,lac Gull,,17-6302-49745,MUSKOKA,Yearlings,2000,44.9165546,-79.3541166,8999
-79.2867827,45.7921127,Parry Sound District,2018,Rainbow Trout,Lynch Lake,lac Lynch,,17-6332-50720,JOLY,Yearlings,800,45.7921127,-79.2867827,9000
-76.75467,45.22949,Pembroke District,2018,Brook Trout,Belanger Lake,lac Bélanger,,18-3622-50097,BLITHFIELD,Yearlings,1000,45.22949,-76.75467,9001
-76.75467,45.22949,Pembroke District,2018,Brook Trout,Belanger Lake,lac Bélanger,,18-3622-50097,BLITHFIELD,Yearlings,1000,45.22949,-76.75467,9002
-78.1268476,46.1331902,Pembroke District,2018,Brook Trout,Big Bissett Lake,grand lac Bissett,,17-7222-51132,FITZGERALD,Yearlings,2300,46.1331902,-78.1268476,9003
-78.1268476,46.1331902,Pembroke District,2018,Brook Trout,Big Bissett Lake,grand lac Bissett,,17-7222-51132,FITZGERALD,Yearlings,1500,46.1331902,-78.1268476,9004
-77.4814181,45.7703236,Pembroke District,2018,Brook Trout,Big Trout Lake,grand lac Trout,,18-3070-50713,FRASER,Yearlings,2400,45.7703236,-77.4814181,9005
-78.0163665,46.2315958,Pembroke District,2018,Brook Trout,Billys Lake,lac Billys,,17-7300-51238,MARIA,Yearlings,1900,46.2315958,-78.0163665,9006
-76.966558,45.2928303,Pembroke District,2018,Brook Trout,Black Lake,lac Black,,18-3457-50171,BROUGHAM,Yearlings,650,45.2928303,-76.966558,9007
-77.34943,45.37672,Pembroke District,2018,Brook Trout,Buck Lake,lac Buck,,18-3160-50273,BRUDENELL,Yearlings,500,45.37672,-77.34943,9008
-77.29386,45.4106,Pembroke District,2018,Brook Trout,Buckskin Lake,lac Buckskin,,18-3205-50309,SEBASTOPOL,Yearlings,2500,45.4106,-77.29386,9009
-78.24305,46.21367,Pembroke District,2018,Brook Trout,Clara Lake,lac Clara,,17-7126-51213,CLARA,Yearlings,4000,46.21367,-78.24305,9010
-77.34136,45.41033,Pembroke District,2018,Brook Trout,Deep Lake,lac Deep,,18-3168-50310,BRUDENELL,Yearlings,900,45.41033,-77.34136,9011
-77.9028727,46.1123794,Pembroke District,2018,Brook Trout,Devon Lake,lac Devon,,18-2756-51105,HEAD,Yearlings,800,46.1123794,-77.9028727,9012
-77.50859,45.26449,Pembroke District,2018,Brook Trout,Dropledge Lake,lac Dropledge,,18-3032-50152,RAGLAN,Yearlings,3200,45.26449,-77.50859,9013
-77.0644408,45.1282311,Pembroke District,2018,Brook Trout,Druces Lake,lac Druces,,18-3375-49996,MATAWATCHAN,Yearlings,600,45.1282311,-77.0644408,9014
-77.17079,45.32366,Pembroke District,2018,Brook Trout,Dugan Lake,lac Dugan,,18-3298-50210,GRIFFITH,Yearlings,1000,45.32366,-77.17079,9015
-77.0540977,45.3423378,Pembroke District,2018,Brook Trout,Eleanor Lake,lac Eleanor,,18-3392-50230,BROUGHAM,Yearlings,700,45.3423378,-77.0540977,9016
-78.1711,46.19727,Pembroke District,2018,Brook Trout,Gardiner Lake,lac Gardiner,,17-7182-51196,CLARA,Yearlings,1000,46.19727,-78.1711,9017
-76.74328,45.23172,Pembroke District,2018,Brook Trout,Gling Lake,lac Gling,,18-3631-50099,BLITHFIELD,Yearlings,1000,45.23172,-76.74328,9018
-76.74328,45.23172,Pembroke District,2018,Brook Trout,Gling Lake,lac Gling,,18-3631-50099,BLITHFIELD,Yearlings,500,45.23172,-76.74328,9019
-77.1518669,45.2834717,Pembroke District,2018,Brook Trout,Godin Lake,lac Godin,,18-3312-50165,GRIFFITH,Yearlings,1000,45.2834717,-77.1518669,9020
-77.26414,45.25061,Pembroke District,2018,Brook Trout,Green Lake,lac Green,,18-3223-50131,LYNDOCH,Yearlings,2300,45.25061,-77.26414,9021
-77.1048844,45.3418539,Pembroke District,2018,Brook Trout,Hardwood Lake,lac Hardwood,,18-3350-50229,GRIFFITH,Yearlings,300,45.3418539,-77.1048844,9022
-77.74164,46.13116,Pembroke District,2018,Brook Trout,Harvey Lake,lac Harvey,,18-2882-51121,HEAD,Yearlings,2000,46.13116,-77.74164,9023
-76.9894,45.21811,Pembroke District,2018,Brook Trout,Heifer Lake,lac Heifer,,18-3438-50089,BROUGHAM,Yearlings,500,45.21811,-76.9894,9024
-77.3104461,45.6581095,Pembroke District,2018,Brook Trout,Jonsons Lake,lac Jonsons,,18-3199-50585,NORTH ALGONA,Yearlings,3000,45.6581095,-77.3104461,9025
-76.97778,45.28829,Pembroke District,2018,Brook Trout,Lake of the Hills,Lake of the Hills,,18-3445-50161,BROUGHAM,Yearlings,500,45.28829,-76.97778,9026
-79.9249797,45.2126334,Parry Sound District,2020,Lake Trout,Crane Lake,lac Crane,,17-5830-50066,,Yearlings,1500,45.2126334,-79.9249797,9027
-76.83023,45.25561,Pembroke District,2018,Brook Trout,Little Black Lake,petit lac Black,,18-3564-50128,BLITHFIELD,Yearlings,500,45.25561,-76.83023,9028
-77.16402,45.37947,Pembroke District,2018,Brook Trout,Little Trout Lake,petit lac Trout,,18-3304-50276,SEBASTOPOL,Yearlings,700,45.37947,-77.16402,9029
-77.04146,45.23918,Pembroke District,2018,Brook Trout,Lost Lake,lac Lost,,18-3391-50107,MATAWATCHAN,Yearlings,500,45.23918,-77.04146,9030
-77.01218,45.31311,Pembroke District,2018,Brook Trout,Louies Lake,lac Louies,,18-3422-50195,BROUGHAM,Yearlings,500,45.31311,-77.01218,9031
-76.88328,45.24866,Pembroke District,2018,Brook Trout,Marble Lake,lac Marble,,18-3522-50121,BROUGHAM,Yearlings,600,45.24866,-76.88328,9032
-76.88328,45.24866,Pembroke District,2018,Brook Trout,Marble Lake,lac Marble,,18-3522-50121,BROUGHAM,Yearlings,300,45.24866,-76.88328,9033
-77.49942,45.26366,Pembroke District,2018,Brook Trout,Marquardt Lake,lac Marquardt,,18-3039-50151,RAGLAN,Yearlings,500,45.26366,-77.49942,9034
-76.98162,45.29394,Pembroke District,2018,Brook Trout,McCool Lake,lac McCool,,18-3446-50173,BROUGHAM,Yearlings,2200,45.29394,-76.98162,9035
-77.7975834,45.6813641,Pembroke District,2018,Brook Trout,McDonald Lake,lac McDonald,,18-2821-50622,BURNS,Yearlings,400,45.6813641,-77.7975834,9036
-77.80526,46.0895,Pembroke District,2018,Brook Trout,Mill Lake,lac Mill,,18-2831-51076,HEAD,Yearlings,875,46.0895,-77.80526,9037
-76.73828,45.23115,Pembroke District,2018,Brook Trout,Mud Lake,lac Mud,,18-3635-50099,BLITHFIELD,Yearlings,500,45.23115,-76.73828,9038
-76.73828,45.23115,Pembroke District,2018,Brook Trout,Mud Lake,lac Mud,,18-3635-50099,BLITHFIELD,Yearlings,500,45.23115,-76.73828,9039
-78.04526,46.15866,Pembroke District,2018,Brook Trout,Piglet Lake,lac Piglet,,17-7281-51157,MARIA,Yearlings,2300,46.15866,-78.04526,9040
-78.2296362,46.1841518,Pembroke District,2018,Brook Trout,Redpine Lake,lac Redpine,,17-7135-51179,CLARA,Yearlings,1000,46.1841518,-78.2296362,9041
-76.99302,45.14005,Pembroke District,2018,Brook Trout,Salmond Lake,lac Salmond,,18-3433-50002,MATAWATCHAN,Yearlings,600,45.14005,-76.99302,9042
-76.88634,45.24116,Pembroke District,2018,Brook Trout,Scully Lake,lac Scully,,18-3519-50112,BROUGHAM,Yearlings,1600,45.24116,-76.88634,9043
-76.88634,45.24116,Pembroke District,2018,Brook Trout,Scully Lake,lac Scully,,18-3519-50112,BROUGHAM,Yearlings,1000,45.24116,-76.88634,9044
-77.33294,45.27618,Pembroke District,2018,Brook Trout,Serpent Lake,lac Serpent,,18-3170-50161,LYNDOCH,Yearlings,900,45.27618,-77.33294,9045
-76.8219402,45.2685575,Pembroke District,2018,Brook Trout,St. Pierre Lake,lac St-Pierre,,18-3570-50143,BLITHFIELD,Yearlings,500,45.2685575,-76.8219402,9046
-76.99607,45.21616,Pembroke District,2018,Brook Trout,Steer Lake,lac Steer,,18-3432-50087,BROUGHAM,Yearlings,700,45.21616,-76.99607,9047
-78.10425,46.15888,Pembroke District,2018,Brook Trout,Stoney Lake,lac Stoney,,17-7239-51164,MARIA,Yearlings,200,46.15888,-78.10425,9048
-77.48553,45.18394,Pembroke District,2018,Brook Trout,Stringers Lake,lac Stringers,,18-3047-50062,RAGLAN,Yearlings,1100,45.18394,-77.48553,9049
-76.89078,45.21588,Pembroke District,2018,Brook Trout,Stubinski Lake,lac Stubinski,,18-3515-50084,BROUGHAM,Yearlings,400,45.21588,-76.89078,9050
-77.02634,45.34282,Pembroke District,2018,Brook Trout,Tooeys Lake,lac Tooeys,,18-3412-50228,BROUGHAM,Adult,897,45.34282,-77.02634,9051
-77.02634,45.34282,Pembroke District,2018,Brook Trout,Tooeys Lake,lac Tooeys,,18-3412-50228,BROUGHAM,Yearlings,1500,45.34282,-77.02634,9052
-78.16486,46.20975,Pembroke District,2018,Brook Trout,Township Line Lake,lac Township Line,,17-7185-51218,CLARA,Yearlings,600,46.20975,-78.16486,9053
-77.8345529,46.1057549,Pembroke District,2018,Brook Trout,Trout Lake,lac Trout,,18-2809-51095,HEAD,Yearlings,1075,46.1057549,-77.8345529,9054
-77.8345529,46.1057549,Pembroke District,2018,Brook Trout,Trout Lake,lac Trout,,18-2809-51095,HEAD,Yearlings,1500,46.1057549,-77.8345529,9055
-77.34081,45.2231,Pembroke District,2018,Brook Trout,Turtle Lake,lac Turtle,,18-3162-50102,LYNDOCH,Yearlings,2300,45.2231,-77.34081,9056
-77.0422409,45.3158833,Pembroke District,2018,Brook Trout,Upper Twin Lake,lac Upper Twin,,18-3399-50198,BROUGHAM,Yearlings,300,45.3158833,-77.0422409,9057
-77.68136,45.69728,Pembroke District,2018,Brook Trout,Walker Lake,lac Walker,,18-2912-50637,BURNS,Yearlings,1450,45.69728,-77.68136,9058
-76.97778,45.28829,Pembroke District,2014,Brook Trout,Lake of the Hills,Lake of the Hills,,18-3445-50161,BROUGHAM,Yearlings,500,45.28829,-76.97778,9059
-77.03065,45.23163,Pembroke District,2018,Splake,Poplar Lake,lac Poplar,,18-3404-50107,MATAWATCHAN,Yearlings,400,45.23163,-77.03065,9060
-77.72081,46.1281,Pembroke District,2018,Brook Trout,Wylie Lake,lac Wylie,,18-2898-51117,HEAD,Yearlings,1000,46.1281,-77.72081,9061
-77.05988,45.1791,Pembroke District,2018,Brown Trout,Anna Lake,lac Anna,,18-3376-50052,MATAWATCHAN,Yearlings,500,45.1791,-77.05988,9062
-77.05988,45.1791,Pembroke District,2018,Brown Trout,Anna Lake,lac Anna,,18-3376-50052,MATAWATCHAN,Yearlings,2008,45.1791,-77.05988,9063
-77.8494345,45.4551998,Pembroke District,2018,Lake Trout,Bark Lake,lac Bark,,18-2782-50364,JONES,Yearlings,2000,45.4551998,-77.8494345,9064
-77.8494345,45.4551998,Pembroke District,2018,Lake Trout,Bark Lake,lac Bark,,18-2782-50364,JONES,Yearlings,5000,45.4551998,-77.8494345,9065
-78.16831,46.26006,Pembroke District,2018,Lake Trout,Big Gibson Lake,grand lac Gibson,,17-7182-51266,MARIA,Yearlings,1500,46.26006,-78.16831,9066
-77.01218,45.23644,Pembroke District,2018,Lake Trout,Big Limestone Lake,grand lac Limestone,,18-3420-50110,BROUGHAM,Yearlings,1000,45.23644,-77.01218,9067
-76.92106,45.25838,Pembroke District,2018,Lake Trout,Green Lake,lac Green,,18-3492-50132,BROUGHAM,Yearlings,832,45.25838,-76.92106,9068
-76.92106,45.25838,Pembroke District,2018,Lake Trout,Green Lake,lac Green,,18-3492-50132,BROUGHAM,Yearlings,1000,45.25838,-76.92106,9069
-77.97109,46.21922,Pembroke District,2018,Lake Trout,McSourley Lake,lac McSourley,,18-2708-51225,HEAD,Yearlings,1000,46.21922,-77.97109,9070
-77.0384341,45.2146339,Pembroke District,2018,Lake Trout,Morrow Lake,lac Morrow,,18-3402-50088,MATAWATCHAN,Yearlings,1000,45.2146339,-77.0384341,9071
-76.9084871,45.674606,Pembroke District,2018,Lake Trout,Muskrat Lake,lac Muskrat,,18-3511-50603,WESTMEATH,Yearlings,6795,45.674606,-76.9084871,9072
-77.51138,45.27255,Pembroke District,2018,Lake Trout,Raglan White Lake,lac Raglan White,,18-3030-50161,RAGLAN,Yearlings,1000,45.27255,-77.51138,9073
-77.51138,45.27255,Pembroke District,2018,Lake Trout,Raglan White Lake,lac Raglan White,,18-3030-50161,RAGLAN,Yearlings,1500,45.27255,-77.51138,9074
-77.7415457,45.492378,Pembroke District,2018,Lake Trout,Trout Lake,lac Trout,,18-2856-50410,SHERWOOD,Yearlings,2000,45.492378,-77.7415457,9075
-77.7415457,45.492378,Pembroke District,2018,Lake Trout,Trout Lake,lac Trout,,18-2856-50410,SHERWOOD,Yearlings,1300,45.492378,-77.7415457,9076
-78.1024164,46.2061521,Pembroke District,2018,Lake Trout,Valiant Lake,lac Valiant,,17-7236-51207,MARIA,Yearlings,1000,46.2061521,-78.1024164,9077
-76.8319,45.22755,Pembroke District,2018,Lake Trout,Wabun Lake,lac Wabun,,18-3562-50096,BROUGHAM,Yearlings,1000,45.22755,-76.8319,9078
-76.8319,45.22755,Pembroke District,2018,Lake Trout,Wabun Lake,lac Wabun,,18-3562-50096,BROUGHAM,Yearlings,832,45.22755,-76.8319,9079
-77.5814676,45.4396222,Pembroke District,2018,Lake Trout,Wadsworth Lake,lac Wadsworth,,18-2982-50348,RADCLIFFE,Yearlings,1000,45.4396222,-77.5814676,9080
-77.5814676,45.4396222,Pembroke District,2018,Lake Trout,Wadsworth Lake,lac Wadsworth,,18-2982-50348,RADCLIFFE,Yearlings,1000,45.4396222,-77.5814676,9081
-76.7415727,45.2278151,Pembroke District,2018,Rainbow Trout,Blithfield Long Lake,long lac Blithfield,,18-3632-50095,BLITHFIELD,Yearlings,1500,45.2278151,-76.7415727,9082
-77.82804,46.08589,Pembroke District,2018,Rainbow Trout,Findlay Lake,lac Findlay,,18-2813-51073,HEAD,Yearlings,1600,46.08589,-77.82804,9083
-76.8394,45.24866,Pembroke District,2018,Rainbow Trout,Limestone Lake,lac Limestone,,18-3556-50120,BROUGHAM,Yearlings,2500,45.24866,-76.8394,9084
-77.04384,45.3131,Pembroke District,2018,Rainbow Trout,Lower Twin Lake,lac Lower Twin,,18-3398-50195,BROUGHAM,Yearlings,1500,45.3131,-77.04384,9085
-76.77912,45.20977,Pembroke District,2018,Rainbow Trout,Minnow Lake,lac Minnow,,18-3603-50076,BLITHFIELD,Yearlings,600,45.20977,-76.77912,9086
-76.8006661,45.2473772,Pembroke District,2018,Rainbow Trout,Oriole Lake,lac Oriole,,18-3587-50119,BLITHFIELD,Yearlings,1800,45.2473772,-76.8006661,9087
-77.4680233,45.1696036,Pembroke District,2018,Rainbow Trout,Shanty Lake,lac Shanty,,18-3061-50046,RAGLAN,Yearlings,1500,45.1696036,-77.4680233,9088
-76.87912,45.24644,Pembroke District,2018,Rainbow Trout,Shiner Lake,lac Shiner,,18-3525-50118,BROUGHAM,Yearlings,1000,45.24644,-76.87912,9089
-77.88887,46.19172,Pembroke District,2018,Rainbow Trout,Smith Lake,lac Smith,,18-2771-51192,HEAD,Yearlings,2800,46.19172,-77.88887,9090
-76.76551,45.23088,Pembroke District,2018,Splake,Battery Lake,lac Battery,,18-3614-50099,BLITHFIELD,Yearlings,3498,45.23088,-76.76551,9091
-77.3104461,45.6581095,Pembroke District,2013,Brook Trout,Jonsons Lake,lac Jonsons,,18-3199-50585,NORTH ALGONA,Yearlings,1000,45.6581095,-77.3104461,9092
-76.74328,45.23172,Pembroke District,2015,Brook Trout,Gling Lake,lac Gling,,18-3631-50099,BLITHFIELD,Yearlings,500,45.23172,-76.74328,9093
-77.95998,46.13922,Pembroke District,2018,Splake,Eeyore Lake,lac Eeyore,,18-2714-51136,MARIA,Yearlings,3000,46.13922,-77.95998,9094
-77.39302,45.75978,Pembroke District,2018,Splake,Flat Iron Lake,lac Flat Iron,,18-3139-50699,FRASER,Yearlings,1500,45.75978,-77.39302,9095
-77.44864,45.21536,Pembroke District,2018,Splake,Genricks Lake,lac Genricks,,18-3076-50097,RAGLAN,Yearlings,1000,45.21536,-77.44864,9096
-77.6011,45.42394,Pembroke District,2018,Splake,Gun Lake,lac Gun,,18-2965-50331,RADCLIFFE,Yearlings,2000,45.42394,-77.6011,9097
-77.59748,45.41199,Pembroke District,2018,Splake,Halfway Lake,lac Halfway,,18-2967-50318,RADCLIFFE,Yearlings,3500,45.41199,-77.59748,9098
-77.59748,45.41199,Pembroke District,2018,Splake,Halfway Lake,lac Halfway,,18-2967-50318,RADCLIFFE,Yearlings,3500,45.41199,-77.59748,9099
-77.28942,45.27366,Pembroke District,2018,Splake,Joyces Lake,lac Joyces,,18-3204-50157,LYNDOCH,Yearlings,3000,45.27366,-77.28942,9100
-78.11082,46.10923,Pembroke District,2018,Splake,Little Lake,lac Little,,17-7233-51100,FITZGERALD,Yearlings,2000,46.10923,-78.11082,9101
-77.75777,45.45394,Pembroke District,2018,Splake,McMaster Lake,lac McMaster,,18-2843-50369,JONES,Yearlings,2000,45.45394,-77.75777,9102
-77.90164,46.17644,Pembroke District,2018,Splake,Menet Lake,lac Menet,,18-2760-51175,HEAD,Yearlings,750,46.17644,-77.90164,9103
-78.08169,46.20067,Pembroke District,2018,Splake,Mousseau Lake,lac Mousseau,,17-7252-51202,MARIA,Yearlings,650,46.20067,-78.08169,9104
-77.89526,46.19866,Pembroke District,2018,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,9105
-76.97778,45.28829,Pembroke District,2011,Brook Trout,Lake of the Hills,Lake of the Hills,,18-3445-50161,BROUGHAM,Yearlings,500,45.28829,-76.97778,9106
-79.3852639,45.7388487,Parry Sound District,2020,Lake Trout,Lake Bernard,lac Bernard,Bernard Lake (Unofficial Name),17-6257-50660,STRONG,Yearlings,2000,45.7388487,-79.3852639,9107
-76.97778,45.28829,Pembroke District,2013,Brook Trout,Lake of the Hills,Lake of the Hills,,18-3445-50161,BROUGHAM,Yearlings,500,45.28829,-76.97778,9108
-77.1518669,45.2834717,Pembroke District,2015,Brook Trout,Godin Lake,lac Godin,,18-3312-50165,GRIFFITH,Yearlings,1700,45.2834717,-77.1518669,9109
-77.8591,45.52477,Pembroke District,2018,Splake,Spectacle Lakes,lacs Spectacle,,18-2762-50460,JONES,Yearlings,1000,45.52477,-77.8591,9110
-79.4773237,45.0237358,Parry Sound District,2020,Lake Trout,Lake Muskoka,lac Muskoka,,17-6201-49898,WOOD,Yearlings,3000,45.0237358,-79.4773237,9111
-77.5591998,45.9737091,Pembroke District,2018,Splake,Wylie Lake,lac Wylie,,18-3016-50941,WYLIE,Yearlings,1200,45.9737091,-77.5591998,9112
-77.3361138,45.5738842,Pembroke District,2018,Walleye,Golden Lake,lac Golden,,18-3186-50482,NORTH ALGONA,Adult,260,45.5738842,-77.3361138,9113
-79.4773237,45.0237358,Parry Sound District,2020,Lake Trout,Lake Muskoka,lac Muskoka,,17-6201-49898,WOOD,Yearlings,5000,45.0237358,-79.4773237,9114
-77.115057,45.6178141,Pembroke District,2018,Walleye,Lake Doré,lac Doré,,18-3351-50535,WILBERFORCE,Yearlings,26625,45.6178141,-77.115057,9115
-77.2469,45.83366,Pembroke District,2014,Brook Trout,Lemke Lake,lac Lemke,,18-3255-50778,ALICE,Yearlings,2000,45.83366,-77.2469,9116
